124|"588570"|"1672037"|"35354151"
124|"588572"|"1672037"|"35354359"
124|"588573"|"1672037"|"35354500"
737|"588566"|"1672041"|"35353610"
737|"588567"|"1672041"|"35353751"
737|"588568"|"1672041"|"35353892"
737|"588569"|"1672041"|"35354033"
737|"588570"|"1672041"|"35354174"
737|"588572"|"1672041"|"35354382"
737|"588573"|"1672041"|"35354523"
1964|"588566"|"1672042"|"35353540"
1964|"588567"|"1672042"|"35353681"
1964|"588568"|"1672042"|"35353822"
1964|"588569"|"1672042"|"35353963"
1964|"588570"|"1672042"|"35354104"
1964|"588572"|"1672042"|"35354312"
1964|"588573"|"1672042"|"35354453"
214|"588566"|"1672043"|"35353509"
214|"588567"|"1672043"|"35353650"
214|"588568"|"1672043"|"35353791"
214|"588569"|"1672043"|"35353932"
214|"588570"|"1672043"|"35354073"
214|"588572"|"1672043"|"35354281"
214|"588573"|"1672043"|"35354422"
310|"588566"|"1672050"|"35353510"
310|"588567"|"1672050"|"35353651"
310|"588568"|"1672050"|"35353792"
310|"588569"|"1672050"|"35353933"
310|"588570"|"1672050"|"35354074"
310|"588572"|"1672050"|"35354282"
310|"588573"|"1672050"|"35354423"
560|"588566"|"1672051"|"35353511"
560|"588567"|"1672051"|"35353652"
560|"588568"|"1672051"|"35353793"
560|"588569"|"1672051"|"35353934"
560|"588570"|"1672051"|"35354075"
560|"588572"|"1672051"|"35354283"
560|"588573"|"1672051"|"35354424"
355|"588566"|"1672052"|"35353512"
355|"588567"|"1672052"|"35353653"
355|"588568"|"1672052"|"35353794"
355|"588569"|"1672052"|"35353935"
355|"588570"|"1672052"|"35354076"
355|"588572"|"1672052"|"35354284"
355|"588573"|"1672052"|"35354425"
189|"588566"|"1672053"|"35353541"
189|"588567"|"1672053"|"35353682"
189|"588568"|"1672053"|"35353823"
189|"588569"|"1672053"|"35353964"
189|"588570"|"1672053"|"35354105"
189|"588572"|"1672053"|"35354313"
189|"588573"|"1672053"|"35354454"
508|"588566"|"1672056"|"35353542"
508|"588567"|"1672056"|"35353683"
508|"588568"|"1672056"|"35353824"
508|"588569"|"1672056"|"35353965"
508|"588570"|"1672056"|"35354106"
508|"588572"|"1672056"|"35354314"
508|"588573"|"1672056"|"35354455"
194|"588566"|"1672057"|"35353513"
194|"588567"|"1672057"|"35353654"
194|"588568"|"1672057"|"35353795"
194|"588569"|"1672057"|"35353936"
194|"588570"|"1672057"|"35354077"
194|"588572"|"1672057"|"35354285"
194|"588573"|"1672057"|"35354426"
12|"588566"|"1672058"|"35353514"
12|"588567"|"1672058"|"35353655"
12|"588568"|"1672058"|"35353796"
12|"588569"|"1672058"|"35353937"
12|"588570"|"1672058"|"35354078"
12|"588572"|"1672058"|"35354286"
12|"588573"|"1672058"|"35354427"
21|"588566"|"1672059"|"35353515"
21|"588567"|"1672059"|"35353656"
21|"588568"|"1672059"|"35353797"
21|"588569"|"1672059"|"35353938"
21|"588570"|"1672059"|"35354079"
21|"588572"|"1672059"|"35354287"
21|"588573"|"1672059"|"35354428"
24|"588566"|"1672060"|"35353516"
24|"588567"|"1672060"|"35353657"
24|"588568"|"1672060"|"35353798"
24|"588569"|"1672060"|"35353939"
24|"588570"|"1672060"|"35354080"
24|"588572"|"1672060"|"35354288"
24|"588573"|"1672060"|"35354429"
3|"588566"|"1672061"|"35353517"
3|"588567"|"1672061"|"35353658"
3|"588568"|"1672061"|"35353799"
3|"588569"|"1672061"|"35353940"
3|"588570"|"1672061"|"35354081"
3|"588572"|"1672061"|"35354289"
3|"588573"|"1672061"|"35354430"
145|"588566"|"1672062"|"35353588"
145|"588567"|"1672062"|"35353729"
145|"588568"|"1672062"|"35353870"
145|"588569"|"1672062"|"35354011"
145|"588570"|"1672062"|"35354152"
145|"588572"|"1672062"|"35354360"
145|"588573"|"1672062"|"35354501"
431|"588566"|"1672063"|"35353543"
431|"588567"|"1672063"|"35353684"
431|"588568"|"1672063"|"35353825"
431|"588569"|"1672063"|"35353966"
431|"588570"|"1672063"|"35354107"
431|"588572"|"1672063"|"35354315"
431|"588573"|"1672063"|"35354456"
2020|"588566"|"1672064"|"35353589"
2020|"588567"|"1672064"|"35353730"
2020|"588568"|"1672064"|"35353871"
2020|"588569"|"1672064"|"35354012"
2020|"588570"|"1672064"|"35354153"
|"588571"|"1672064"|"35354240"
2020|"588572"|"1672064"|"35354361"
2020|"588573"|"1672064"|"35354502"
7333|"588566"|"1672065"|"35353544"
7333|"588567"|"1672065"|"35353685"
7333|"588568"|"1672065"|"35353826"
